custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
9529-BLGKKU-EWO,Zone 5,"2,500-9,999",Female,76,>65,July,15,Some college,"Operation, Fabrication, General Labor",No,33,More than 15,Yes,14,8.5,0.29631,-1.216349075,0.89369,-0.11239632,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,2,0,2,0,0,0,0,0,Rent,Multiple-Family,32,More than 25,2,Lease,Import,9.3,Economy,No,No,Bus,Public transportation,22,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No response,Moderate,Yes,No,Yes,Visa,Platinum,Airline miles,Yes,37,More than 15,Other,Platinum,Other,Yes,28,More than 15,6,142.49,10,166.88,Yes,Oatmeal,70,No,25.25,1750.7,Yes,20,1412.9,No,0,0,Yes,32.25,2355,No,0,0,Yes,No,No,Dial-up,No,No,Yes,No,No,Yes,17,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
6213-OTUVBZ-HEG,Zone 5,"2,500-9,999",Male,36,35-49,May,18,College degree,"Operation, Fabrication, General Labor",No,5,2 to 5,No,,8.8,2.41032,0.879759519,0.22968,-1.471068243,No,Highly satisfied,Married,19,College degree,4,3,0,3,0,0,0,0,0,Own,Single-family,17,16 to 25,2,Lease,Import,9.5,Economy,Yes,No,Train/Subway,Public transportation,18,No,No,No,No,Yes,No,No,No,No,No,Service,Slightly liberal,Yes,Yes,No,American Express,Platinum,None,No,18,More than 15,Mastercard,None,Airline miles,No,13,11 to 15,10,247.05,5,159.18,No,Cereal,35,No,10.4,375.3,Yes,19,721,Yes,38.05,1237,Yes,12,435,Yes,49.1,1639.1,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
2483-JOWUPC-CM9,Zone 5,"50,000-249,999",Male,24,18-24,June,17,College degree,"Operation, Fabrication, General Labor",No,0,Less than 2,No,97,2,0.51798,-0.657818648,1.42202,0.352078396,No,Highly satisfied,Unmarried,Not married,Not married,1,3,0,1,2,0,0,0,0,Own,Single-family,5,4 to 7,3,Own,Import,37.5,Standard,No,No,Car,Single occupancy,24,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No response,Liberal,No,Yes,No,American Express,Other,Airline miles,No,2,2 to 5,Discover,Other,None,Yes,2,2 to 5,10,557.72,5,339.99,No,Energy bar,4,Yes,3.25,9.05,Yes,12,56,Yes,53.35,173.6,Yes,22.5,55,Yes,40.8,105.4,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No
7564-EDQEAH-U7Y,Zone 3,"50,000-249,999",Male,43,35-49,April,16,Some college,Managerial and Professional,No,3,2 to 5,No,46,8.5,1.19255,0.176093872,2.71745,0.999693941,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,3,3,0,0,0,0,0,0,Own,Single-family,13,8 to 15,2,Own,Import,32,Standard,Yes,No,Car,Single occupancy,20,Yes,No,No,No,No,No,Yes,No,No,No,No response,Moderate,Yes,No,No,Mastercard,Platinum,Other,Yes,11,11 to 15,Visa,Platinum,None,No,11,11 to 15,8,368.78,5,337.93,Yes,Energy bar,23,No,4.2,88.05,Yes,28.5,599.8,Yes,52.15,1123,Yes,12,275,Yes,59.45,1282.85,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes
8728-EKQQPT-Y6N,Zone 2,"> 250,000",Female,65,>65,March,12,High school degree,Service,No,29,More than 15,Yes,16,25.9,1.375808,0.319041195,2.768192,1.0181944,No,Highly satisfied,Unmarried,Not married,Not married,1,5,2,3,0,0,0,0,0,Rent,Single-family,21,16 to 25,2,Own,Domestic,9.8,Economy,No,Yes,Car,Single occupancy,28,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Convenience,Moderate,Yes,No,No,American Express,Other,None,No,15,11 to 15,Mastercard,None,None,No,12,11 to 15,17,1166.92,1,73.64,No,Cereal,40,No,8.1,344.9,No,0,0,No,0,0,Yes,26.75,1050,No,0,0,Yes,No,No,Cable modem,No,No,No,No,Yes,Yes,25,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
4850-BXBFET-BRV,Zone 4,"> 250,000",Male,71,>65,December,12,High school degree,"Precision Production, Craft, Repair",No,36,More than 15,Yes,63,19,7.94808,2.07293039,4.02192,1.391759401,No,Somewhat dissatisfied,Married,13,High school degree,2,2,2,0,0,0,0,0,0,Rent,Condominium/Townhouse,26,More than 25,1,Own,Domestic,28.8,Standard,No,Yes,Motorcycle,Single occupancy,18,No,Yes,No,No,No,No,No,No,No,No,No response,Slightly conservative,No,No,Yes,Mastercard,Other,Cash back,No,38,More than 15,Visa,None,Cash back,No,29,More than 15,11,245.84,7,188.24,No,Cereal,71,No,25.25,1868.45,No,0,0,No,0,0,Yes,8.25,610,No,0,0,No,No,No,None,No,No,No,Yes,No,Yes,22,Yes,Yes,Yes,,No,No,No,No,Yes,No,Yes,Yes
0472-RUPTZZ-6GD,Zone 5,"< 2,500",Male,46,35-49,October,16,Some college,Agricultural and Natural Resources,No,17,More than 15,No,,1.7,0.33796,-1.084827734,0.61404,-0.487695206,No,Highly satisfied,Unmarried,Not married,Not married,1,2,2,0,0,0,0,0,0,,Multiple-Family,14,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Other non-motorized transit,Non-motorized,26,No,No,No,No,No,No,No,No,Yes,No,No response,Moderate,Yes,No,No,Other,Gold,Other,No,28,More than 15,Mastercard,None,Cash back,No,25,More than 15,13,422.94,7,222.22,Yes,Cereal,67,No,15.05,978.35,No,0,0,No,0,0,Yes,44.5,2845,No,0,0,Yes,No,No,Cable modem,No,No,No,No,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
7506-LQFTMT-B7L,Zone 2,"10,000-49,999",Female,72,>65,August,17,College degree,Agricultural and Natural Resources,No,19,More than 15,No,67,8.5,3.024045,1.106595339,2.670955,0.982436086,No,Somewhat dissatisfied,Married,14,High school degree,2,1,1,0,0,0,0,0,0,,Single-family,41,More than 25,1,Own,Import,42.8,Luxury,No,No,Walk,Non-motorized,26,No,No,No,No,No,No,No,Yes,No,No,No response,Conservative,No,No,No,Discover,None,Other,Yes,29,More than 15,American Express,Platinum,None,No,19,More than 15,12,265.04,7,174.75,No,Oatmeal,50,No,14.45,684.8,No,0,0,Yes,26.3,1348.5,Yes,8,410,No,0,0,No,No,No,None,No,No,No,Yes,No,Yes,26,Yes,Yes,Yes,,No,No,No,No,Yes,No,No,No
9137-LWXDZU-QO5,Zone 3,"> 250,000",Male,18,18-24,May,13,High school degree,"Precision Production, Craft, Repair",No,0,Less than 2,No,,10.3,1.024335,0.024043622,0.726665,-0.319289705,Yes,Highly dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,0,Less than 3,1,Own,Domestic,7.8,Economy,No,No,Bus,Public transportation,30,No,Yes,No,Yes,No,No,No,No,No,Yes,No response,Conservative,Yes,Yes,Yes,Other,Gold,Other,Yes,0,Less than 2,Mastercard,Other,None,No,0,Less than 2,7,99.07,0,0,Yes,Cereal,7,Yes,18.7,115.2,No,0,0,Yes,40.15,222.4,Yes,42,265,Yes,28.1,147.7,Yes,No,No,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
6595-UUXFVE-G7U,Zone 4,"10,000-49,999",Male,25,25-34,January,17,College degree,Managerial and Professional,No,0,Less than 2,No,50,13.2,1.9074,0.645741058,4.6926,1.5459868,Yes,Somewhat dissatisfied,Unmarried,Not married,Not married,1,11,1,1,0,0,0,0,9,Own,Condominium/Townhouse,6,4 to 7,2,Own,Domestic,32,Standard,No,Yes,Walk,Non-motorized,33,Yes,No,No,No,No,No,No,Yes,No,No,No response,Slightly conservative,Yes,No,No,Visa,Platinum,Cash back,No,2,2 to 5,Other,None,Other,Yes,2,2 to 5,9,194.25,5,142.08,Yes,Oatmeal,3,Yes,3.75,5.8,Yes,12.5,53.5,Yes,33.2,54.85,Yes,12.75,25,Yes,24.05,35.55,No,Yes,Yes,Cable modem,No,No,No,No,Yes,Yes,16,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
2235-MEUKPE-VES,Zone 5,"< 2,500",Female,42,35-49,November,17,College degree,Managerial and Professional,No,4,2 to 5,No,40,10.7,2.568,0.943127386,1.712,0.537662278,No,Highly dissatisfied,Married,17,College degree,2,0,0,0,0,0,0,0,0,Own,Single-family,10,8 to 15,3,Own,Import,19.9,Economy,Yes,No,Car,Single occupancy,31,Yes,No,No,No,No,No,No,Yes,No,No,No response,Moderate,No,No,Yes,American Express,Platinum,Cash back,Yes,18,More than 15,Other,Other,Cash back,No,13,11 to 15,8,469.02,7,283.17,Yes,Cereal,41,No,4.55,179.7,No,0,0,No,0,0,Yes,28.25,1135,No,0,0,No,No,No,None,No,No,No,Yes,No,Yes,15,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
3504-KJYQUP-6BX,Zone 5,"< 2,500",Male,51,50-64,December,15,Some college,"Operation, Fabrication, General Labor",No,4,2 to 5,No,29,7.2,0.288144,-1.244294924,1.799856,0.587706662,Yes,Neutral,Married,13,High school degree,3,0,0,0,0,0,0,0,0,Rent,Multiple-Family,9,8 to 15,2,Own,Domestic,13.5,Economy,No,No,Bus,Public transportation,32,No,No,No,Yes,No,No,No,Yes,No,No,No response,Conservative,No,No,No,Mastercard,Gold,Cash back,No,11,11 to 15,Discover,Gold,None,No,7,6 to 10,8,186.36,4,121.81,Yes,Energy bar,27,No,10.05,274.9,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
4250-KCFQWK-UVX,Zone 2,"10,000-49,999",Male,28,25-34,August,15,Some college,Sales and Office,No,1,Less than 2,No,19,2.3,0.247779,-1.395218059,0.189221,-1.664839635,No,Highly dissatisfied,Unmarried,Not married,Not married,1,9,2,0,0,0,0,0,7,,Multiple-Family,6,4 to 7,4,Lease,Import,9.9,Economy,Yes,No,Car,Single occupancy,29,Yes,No,No,No,No,No,No,Yes,No,No,No response,Liberal,Yes,No,Yes,American Express,None,Other,No,6,6 to 10,Mastercard,Platinum,Cash back,No,7,6 to 10,15,450.11,1,14.4,No,Energy bar,20,Yes,4.45,78.6,Yes,15.75,308.1,No,0,0,No,0,0,Yes,28.8,556.95,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,14,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
8882-BPWMHP-FA4,Zone 5,"2,500-9,999",Female,47,35-49,August,16,Some college,"Operation, Fabrication, General Labor",No,16,More than 15,No,88,2.5,1.1704,0.157345571,1.0296,0.029170377,No,Somewhat satisfied,Married,9,Did not complete high school,6,0,0,0,0,0,0,0,0,Rent,Single-family,10,8 to 15,0,N/A,N/A,-1,N/A,N/A,Yes,Telecommute,Telecommute,25,No,Yes,No,No,No,No,No,No,No,Yes,No response,Slightly liberal,No,Yes,Yes,Other,Platinum,Airline miles,Yes,15,11 to 15,Mastercard,Other,Other,No,13,11 to 15,7,394.45,3,107.28,No,Cereal,43,No,12.95,553.75,Yes,23.75,1068.9,Yes,36.6,1541.8,Yes,10,470,No,0,0,No,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,18,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
3913-VGYWCU-5OD,Zone 2,"50,000-249,999",Female,43,35-49,May,12,High school degree,"Operation, Fabrication, General Labor",No,20,More than 15,No,92,6.6,2.501664,0.91695611,3.570336,1.272659709,No,Neutral,Unmarried,Not married,Not married,1,1,1,0,0,0,0,0,0,Own,Single-family,19,16 to 25,2,Own,Domestic,48,Luxury,Yes,No,Bus,Public transportation,25,Yes,No,No,Yes,No,No,No,No,No,No,No response,Slightly liberal,No,No,Yes,Discover,Other,Airline miles,No,9,6 to 10,Visa,None,Other,No,8,6 to 10,10,301.42,2,82.71,No,Oatmeal,27,No,8.35,206.85,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,15,Yes,Yes,Yes,,No,Yes,No,No,No,No,No,No
1857-LALNZO-QLK,Zone 3,"2,500-9,999",Male,38,35-49,February,19,College degree,Sales and Office,No,4,2 to 5,No,41,18.4,2.572504,0.944879744,4.971496,1.603720801,Yes,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,17,16 to 25,2,Own,Import,21.3,Standard,Yes,No,Bus,Public transportation,30,Yes,No,No,Yes,No,No,No,No,Yes,No,No response,Slightly conservative,No,No,No,Visa,Platinum,Airline miles,No,16,More than 15,Mastercard,None,Other,No,13,11 to 15,5,1148.877774,7,107.47,Yes,Energy bar,34,Yes,6.1,208.35,No,0,0,No,0,0,Yes,14.5,530,No,0,0,No,No,No,DSL,No,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
7253-YCXANE-FJY,Zone 4,"< 2,500",Male,99,,October,12,High school degree,Managerial and Professional,No,3,2 to 5,No,36,1.8,0.18144,-1.706830258,0.46656,-0.76236865,No,Neutral,Married,16,Some college,6,1,1,0,0,0,0,0,0,Rent,Multiple-Family,11,8 to 15,0,N/A,N/A,-1,N/A,N/A,No,Walk,Non-motorized,28,No,No,No,No,No,No,No,Yes,No,No,Prices,Liberal,Yes,No,Yes,Discover,None,None,No,6,6 to 10,Visa,None,Other,No,3,2 to 5,7,151.2,2,65.95,Yes,Cereal,9,No,6.95,56.15,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,31,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
7029-OMXAXD-Y2Q,Zone 2,"> 250,000",Male,43,35-49,August,11,Did not complete high school,Sales and Office,Yes,4,2 to 5,No,26,1.5,0.06591,-2.719465104,0.32409,-1.126734024,No,Highly dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Mobile Home,8,8 to 15,3,Own,Domestic,13.6,Economy,No,Yes,Car,Single occupancy,26,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No response,Slightly liberal,No,No,Yes,American Express,Platinum,Airline miles,No,3,2 to 5,Visa,None,Airline miles,No,1,Less than 2,9,134.75,6,130.23,No,Energy bar,4,No,3.35,12.15,Yes,19.75,67.3,Yes,30.5,99,Yes,11.25,40,Yes,14.7,70.25,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
8318-FEMEWF-RX3,Zone 1,"> 250,000",Male,73,>65,February,15,Some college,"Operation, Fabrication, General Labor",No,36,More than 15,No,,2.5,0.860425,-0.150328826,2.314575,0.839226085,No,Highly satisfied,Married,15,Some college,2,2,1,0,0,0,0,0,1,,Single-family,27,More than 25,1,Own,Domestic,65.2,Luxury,No,Yes,Telecommute,Telecommute,29,No,No,No,No,No,No,No,No,No,Yes,No response,Moderate,No,No,No,Discover,Other,Airline miles,No,38,More than 15,Visa,Gold,None,No,29,More than 15,6,160.35,2,46.93,No,Oatmeal,70,No,37.5,2601.7,Yes,50,3508.25,Yes,55.2,3672.65,Yes,16.25,1120,Yes,69.2,4797.75,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No
4050-BCFIUC-KUJ,Zone 2,"> 250,000",Male,66,>65,June,16,Some college,Service,No,21,More than 15,No,52,18.3,3.130764,1.141277064,6.385236,1.85398845,No,Highly satisfied,Married,16,Some college,2,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,29,More than 25,2,Own,Domestic,19.6,Economy,No,Yes,Car,Single occupancy,20,Yes,No,Yes,No,No,No,No,No,No,No,No response,Extremely liberal,Yes,No,No,American Express,Gold,Other,No,35,More than 15,Mastercard,Platinum,None,Yes,25,More than 15,7,234.38,8,268.46,No,Cereal,67,No,18.3,1258,Yes,48.75,3343.15,No,0,0,Yes,44.5,2910,Yes,46.25,2952.45,Yes,No,Yes,None,Yes,Yes,Yes,Yes,No,Yes,12,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
9321-FCPRGD-QA6,Zone 3,"2,500-9,999",Female,66,>65,October,15,Some college,Managerial and Professional,No,15,11 to 15,No,71,5.4,0.371898,-0.989135656,3.462102,1.241875919,No,Somewhat satisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,6,4 to 7,3,Own,Domestic,33.2,Standard,No,No,Walk,Non-motorized,32,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No response,Moderate,Yes,No,No,Discover,None,Cash back,No,37,More than 15,American Express,Other,None,No,28,More than 15,11,452.51,8,238.08,Yes,Oatmeal,70,No,21.4,1454.3,No,0,0,No,0,0,Yes,13,900,No,0,0,Yes,No,No,None,No,No,No,Yes,No,Yes,16,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
8838-HLCFUD-1RQ,Zone 3,"50,000-249,999",Male,60,50-64,January,11,Did not complete high school,Sales and Office,No,8,6 to 10,No,82,13.2,5.379528,1.682600638,5.444472,1.694600782,No,Neutral,Unmarried,Not married,Not married,1,2,2,0,0,0,0,0,0,Own,Single-family,33,More than 25,4,Own,Import,61,Luxury,Yes,No,Car,Single occupancy,21,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,No,No,No,Mastercard,None,Airline miles,No,22,More than 15,Discover,Other,Airline miles,No,17,More than 15,8,439.58,3,281.39,Yes,Oatmeal,49,No,7.5,377.8,Yes,15.75,776.95,No,0,0,Yes,11.75,615,No,0,0,No,No,No,None,No,Yes,Yes,No,Yes,Yes,13,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
0034-EFPVBU-CUF,Zone 5,"10,000-49,999",Male,78,>65,November,12,High school degree,Sales and Office,Yes,15,11 to 15,Yes,,14.5,0.4988,-0.695550065,1.8212,0.599495624,No,Somewhat satisfied,Married,12,High school degree,2,6,0,1,0,0,0,0,5,Own,Mobile Home,29,More than 25,1,Lease,Domestic,9.3,Economy,No,No,Walk,Non-motorized,31,No,No,No,No,No,Yes,No,Yes,No,No,No response,Moderate,No,No,No,Discover,Gold,Other,No,38,More than 15,Mastercard,None,None,No,29,More than 15,10,149.94,5,100.94,No,Cereal,71,No,20.9,1431,No,0,0,No,0,0,Yes,43.5,3140,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No
8607-AMZELA-S5B,Zone 5,"> 250,000",Female,57,50-64,February,18,College degree,Agricultural and Natural Resources,No,23,More than 15,No,472,1.2,1.376352,0.319436521,4.287648,1.455738331,No,Somewhat satisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,22,16 to 25,2,Own,Domestic,88,Luxury,No,No,Car,Single occupancy,19,Yes,No,No,No,No,No,No,Yes,No,No,Prices,Conservative,Yes,Yes,No,Discover,Other,None,No,17,More than 15,Mastercard,Platinum,Other,Yes,5,2 to 5,10,423.94,4,203.46,No,Cereal,22,Yes,17.7,328.7,Yes,17.25,372.95,No,0,0,Yes,12.75,240,No,0,0,No,Yes,No,Dial-up,Yes,Yes,Yes,Yes,No,Yes,24,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,No,No
6154-XRTGDH-Q90,Zone 5,"2,500-9,999",Male,99,,October,13,High school degree,Sales and Office,No,15,11 to 15,No,92,10,3.7168,1.312863083,5.4832,1.701688872,No,Somewhat satisfied,Married,12,High school degree,2,1,0,1,0,0,0,0,0,Own,Single-family,18,16 to 25,2,Own,Domestic,25.5,Standard,Yes,No,Car,Single occupancy,25,Yes,No,Yes,No,No,No,No,No,No,No,Other,Extremely conservative,Yes,Yes,Yes,Discover,Other,Cash back,No,24,More than 15,Visa,Other,Airline miles,No,14,11 to 15,11,239.71,11,183.62,No,Oatmeal,59,Yes,10.4,609.8,Yes,31.25,1842.4,No,0,0,Yes,16.25,960,No,0,0,No,No,No,None,Yes,No,Yes,No,No,Yes,20,Yes,Yes,Yes,,No,No,No,No,Yes,No,No,No
3900-UQUFHI-RSI,Zone 2,"2,500-9,999",Male,25,25-34,February,15,Some college,Managerial and Professional,No,0,Less than 2,No,23,2.7,0.200583,-1.606527153,0.420417,-0.866508203,No,Somewhat dissatisfied,Married,11,Did not complete high school,3,2,2,0,0,0,0,0,0,Own,Single-family,3,4 to 7,1,Lease,Import,12.4,Economy,Yes,No,Carpool,Multiple occupancy,27,No,No,Yes,No,No,No,No,Yes,No,No,No response,Moderate,No,No,No,Visa,Gold,None,No,1,Less than 2,Mastercard,None,Airline miles,No,1,Less than 2,8,232.51,5,78.57,No,Cereal,1,Yes,1.35,1.35,Yes,19,19,No,0,0,Yes,22,22,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,19,Yes,No,Yes,,No,Yes,No,No,No,No,No,No
0914-UPADRK-5W4,Zone 5,"< 2,500",Female,76,>65,January,11,Did not complete high school,Service,Yes,31,More than 15,Yes,51,1.8,0.208386,-1.56836315,0.709614,-0.343034119,No,Somewhat satisfied,Married,11,Did not complete high school,2,9,2,0,0,0,0,0,7,Own,Single-family,31,More than 25,1,Own,Import,18.3,Economy,No,No,Walk,Non-motorized,27,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No response,Slightly conservative,No,No,Yes,Mastercard,None,None,No,40,More than 15,American Express,None,None,No,30,More than 15,11,278.29,7,191.9,Yes,Oatmeal,72,No,72.75,5192.95,No,0,0,No,0,0,Yes,33.75,2440,No,0,0,Yes,Yes,No,None,No,No,No,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No
1673-TGLSWL-92L,Zone 1,"> 250,000",Female,67,>65,October,9,Did not complete high school,Sales and Office,No,16,More than 15,No,,10.9,2.20289,0.789770135,2.92011,1.071621287,No,Somewhat satisfied,Married,9,Did not complete high school,2,0,0,0,0,0,0,0,0,Rent,Multiple-Family,23,16 to 25,2,Lease,Domestic,19.5,Economy,No,No,Bus,Public transportation,22,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No response,Moderate,No,No,No,Other,None,Airline miles,No,35,More than 15,Mastercard,Platinum,Airline miles,No,28,More than 15,15,445.04,4,104.11,Yes,Energy bar,64,No,15.65,964.4,No,0,0,No,0,0,Yes,23.75,1500,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,23,Yes,Yes,Yes,,No,No,No,No,Yes,No,No,No
9886-BWBBAF-GUM,Zone 1,"> 250,000",Female,50,50-64,September,17,College degree,Agricultural and Natural Resources,No,16,More than 15,No,54,17.8,2.028132,0.707115172,7.583868,2.02602336,Yes,Highly satisfied,Unmarried,Not married,Not married,1,2,0,1,1,0,0,0,0,,Multiple-Family,8,8 to 15,2,Own,Import,31.6,Standard,No,Yes,Car,Single occupancy,15,Yes,No,No,No,No,No,No,No,No,No,Prices,Slightly liberal,No,No,No,Discover,Gold,None,Yes,3,2 to 5,American Express,Platinum,Other,No,5,2 to 5,5,244.9,4,158.11,Yes,Cereal,19,Yes,2.35,48.15,No,0,0,Yes,40,752.7,Yes,14,280,Yes,24.3,425.2,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,21,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,No,No
4065-ODUBPP-GQI,Zone 3,"50,000-249,999",Male,77,>65,January,21,Post-undergraduate degree,"Precision Production, Craft, Repair",No,30,More than 15,Yes,20,5.8,0.21576,-1.5335886,0.94424,-0.057374908,No,Somewhat satisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Single-family,34,More than 25,2,Lease,Domestic,10.1,Economy,No,No,Bus,Public transportation,15,Yes,No,No,Yes,Yes,No,No,No,No,No,No response,Slightly liberal,No,No,Yes,Mastercard,Other,Other,No,40,More than 15,Visa,Platinum,Cash back,Yes,30,More than 15,11,198.07,2,26.83,Yes,Oatmeal,72,No,50.15,3571.2,No,0,0,No,0,0,Yes,138.25,9920,No,0,0,Yes,No,No,Cable modem,No,No,Yes,No,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
2318-YSFAWP-PQ4,Zone 1,"> 250,000",,21,18-24,April,12,High school degree,Managerial and Professional,No,1,Less than 2,No,15,6.4,0.1056,-2.248096908,0.8544,-0.157355811,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,2,2,0,0,0,0,0,0,Own,Single-family,1,Less than 3,2,Lease,Import,7.4,Economy,No,No,Train/Subway,Public transportation,26,No,Yes,Yes,No,Yes,No,No,No,No,No,No response,Conservative,No,No,No,American Express,Other,None,Yes,4,2 to 5,Visa,None,Other,Yes,4,2 to 5,9,203.06,11,222.63,Yes,Cereal,6,No,3.95,18.15,No,0,0,No,0,0,Yes,12.25,55,No,0,0,No,No,No,Dial-up,No,Yes,Yes,No,No,Yes,20,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No
7264-FLNAOJ-A2P,Zone 1,"50,000-249,999",Female,21,18-24,August,16,Some college,Sales and Office,No,0,Less than 2,No,21,11.9,0.969612,-0.030859288,1.529388,0.424867655,Yes,Highly dissatisfied,Married,16,Some college,4,9,0,0,2,0,0,0,7,Own,Condominium/Townhouse,2,Less than 3,2,Own,Domestic,8.5,Economy,No,No,Car,Single occupancy,23,Yes,No,No,No,No,No,No,Yes,Yes,No,No response,Slightly conservative,Yes,Yes,No,Discover,Gold,None,No,2,2 to 5,Mastercard,Gold,None,No,1,Less than 2,15,231.15,0,0,No,Energy bar,14,Yes,10.65,128.9,Yes,12.75,199.85,No,0,0,No,0,0,No,0,0,No,No,No,None,No,Yes,No,Yes,No,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
